trade_idea_id,ticker,first_signal_time,latest_signal_time,signal_count,sweep_low_time,sweep_low_price,first_signal_price,latest_signal_price,latest_signal_high,bull_fvg_lower,bull_fvg_upper,range_50,fvg_50,entry_price,entry_source,entry_model_ready,stop_price,risk,target_1r,target_2r,target_3r,entry_filled,entry_time,entry_delay_candles,stop_hit,stop_time,target_1r_hit,target_1r_time,target_2r_hit,target_2r_time,target_3r_hit,target_3r_time,first_terminal_event,final_status,max_favorable_r,max_adverse_r,best_score,latest_score,best_meter_probability,latest_meter_probability,isl_sweep,protected_lows,bull_fvg_retest,range_quality,range_width_atr,range_age,target_highs,target_distance_atr,deeper_isl_pending,deeper_isl_atr,atr_ratio,fvg_atr,last_updated_at
DEEPAKNTR.NS_1775105100_82474650df6e,DEEPAKNTR.NS,1775123100,1775123100,1,1775105100,1303.0,1375.0,1375.0,1382.8,1290.7,1326.3,1342.9,1308.5,1342.9,range_50,True,1303.0,39.9,1382.8,1422.7,1462.6,False,,,,,,,,,,,,no_entry_yet,,,10.1089,10.1089,0.92,0.92,False,0,True,,,0,0,,True,1.212,1.233,2.177,2026-05-13T09:46:06.264083+00:00
ESCORTS.NS_1775105100_c85d85e70c43,ESCORTS.NS,1775123100,1775123100,1,1775105100,2710.1001,2844.0,2844.0,2852.0,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,37.5321,37.5321,0.92,0.92,True,1,False,40.0,4.227,29,0,,False,,1.577,3.419,2026-05-13T09:46:06.264083+00:00
LALPATHLAB.NS_1775101500_2aa37bedf14b,LALPATHLAB.NS,1775123100,1775123100,1,1775101500,1285.1,1322.0,1322.0,1339.0,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,4.5977,4.5977,0.92,0.92,False,0,False,,,0,0,,False,,1.608,1.565,2026-05-13T09:46:06.264083+00:00
LUPIN.NS_1775101500_2b2869587c79,LUPIN.NS,1775123100,1775123100,1,1775101500,2170.3999,2274.5,2274.5,2285.3,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,29.9822,29.9822,0.92,0.92,False,0,False,60.0,6.679,88,1,3.267,False,,2.403,2.368,2026-05-13T09:46:06.264083+00:00
SIEMENS.NS_1775101500_e04796c3d41b,SIEMENS.NS,1775123100,1775123100,1,1775101500,2906.0,3043.8999,3043.8999,3045.0,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,11.2233,11.2233,0.92,0.92,True,1,False,48.0,3.53,28,1,0.622,False,,1.435,2.123,2026-05-13T09:46:06.264083+00:00
COLPAL.NS_1775101500_0319beb959c4,COLPAL.NS,1775447100,1775447100,1,1775101500,1783.1,1825.3,1825.3,1840.6,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,1.7263,1.7263,0.7443089115039865,0.7443,False,0,False,,,0,0,,False,,1.347,0.511,2026-05-13T09:46:06.264083+00:00
HDFCBANK.NS_1775101500_0df35663d1b9,HDFCBANK.NS,1775447100,1775447100,1,1775101500,726.85,748.5,748.5,760.0,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,5.8018,5.8018,0.92,0.92,False,0,False,,,0,0,,False,,1.373,1.982,2026-05-13T09:46:06.264083+00:00
INDHOTEL.NS_1775533500_c79944208af4,INDHOTEL.NS,1775547900,1775547900,1,1775533500,577.75,598.1,598.1,602.1,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,1.5984,1.5984,0.6856955033922646,0.6857,False,0,False,47.6,3.571,25,0,,True,1.269,1.204,0.634,2026-05-13T09:46:06.264083+00:00
UNITDSPR.NS_1775533500_de25fcd14b63,UNITDSPR.NS,1775551500,1775551500,1,1775533500,1212.0,1238.8,1238.8,1248.7,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,2.2795,2.2795,0.8015471698113208,0.8015,False,0,False,43.8,3.754,19,2,0.922,True,0.099,1.203,1.21,2026-05-13T09:46:06.264083+00:00
APOLLOTYRE.NS_1775533500_a0c30d3aef99,APOLLOTYRE.NS,1775623500,1775623500,1,1775533500,402.55,439.3,439.3,443.35,,,422.95,402.5,422.95,,False,402.55,20.4,443.35,463.75,484.15,True,1777023900,78,True,1777956300,,,,,,,stop,entry_model_unavailable,0.779,-1.132,0.7674,0.7674,0.5567194349527066,0.5167,False,0,False,33.3,4.603,15,0,,True,0.092,1.447,0.329,2026-05-13T09:46:06.264083+00:00
UBL.NS_1775555100_e39b308359aa,UBL.NS,1775627100,1775627100,1,1775555100,1459.5,1502.6,1502.6,1518.3,,,,,,,False,,,,,,,,,,,,,,,,,,entry_model_unavailable,,,1.4975,1.4975,0.6653601247957214,0.6654,False,0,False,47.9,2.411,16,0,,True,1.229,1.318,0.444,2026-05-13T09:46:06.264083+00:00
ONGC.NS_1775619900_988ddd4a8cb8,ONGC.NS,1775634300,1775634300,1,1775619900,274.75,285.6,285.6,287.75,,,281.25,273.275,281.25,,False,274.75,6.5,287.75,294.25,300.75,True,1776051900,17,,,True,1776051900,True,1777347900,True,1777365900,target_1r,entry_model_unavailable,4.031,-0.531,21.5376,21.5376,0.92,0.92,True,1,False,30.7,3.733,14,0,,False,,1.821,3.803,2026-05-13T09:46:06.264083+00:00
MARUTI.NS_1775706300_9a46bed3f180,MARUTI.NS,1775713500,1775713500,1,1775706300,13330.0,13703.0,13703.0,13773.0,12831.0,13622.0,13551.5,13226.5,13551.5,range_50,True,13330.0,221.5,13773.0,13994.5,14216.0,True,1775720700,2,True,1776051900,True,1775796300,,,,,target_1r,target_1r,1.853,-3.257,2.4586,2.4586,0.6237499999999999,0.6237,False,0,True,29.3,10.228,13,0,,True,7.639,0.877,0.861,2026-05-13T09:46:06.264083+00:00
